"quantity","rate","type","meter-type","meter-label","datetime"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-09-2019"
"1174.418","182","electric","Slimme meter","Kerk Liander (E)","22-09-2019"
"1909.017","181","electric","Slimme meter","Kerk Liander (E)","22-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-09-2019"
"1174.418","182","electric","Slimme meter","Kerk Liander (E)","23-09-2019"
"1919.512","181","electric","Slimme meter","Kerk Liander (E)","23-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-09-2019"
"1921.244","181","electric","Slimme meter","Kerk Liander (E)","24-09-2019"
"1178.352","182","electric","Slimme meter","Kerk Liander (E)","24-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-09-2019"
"1923.441","181","electric","Slimme meter","Kerk Liander (E)","25-09-2019"
"1181.917","182","electric","Slimme meter","Kerk Liander (E)","25-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-09-2019"
"1184.313","182","electric","Slimme meter","Kerk Liander (E)","26-09-2019"
"1925.179","181","electric","Slimme meter","Kerk Liander (E)","26-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-09-2019"
"1186.807","182","electric","Slimme meter","Kerk Liander (E)","27-09-2019"
"1926.913","181","electric","Slimme meter","Kerk Liander (E)","27-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","28-09-2019"
"1928.732","181","electric","Slimme meter","Kerk Liander (E)","28-09-2019"
"1189.892","182","electric","Slimme meter","Kerk Liander (E)","28-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-09-2019"
"1189.892","182","electric","Slimme meter","Kerk Liander (E)","29-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","29-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-09-2019"
"1933.403","181","electric","Slimme meter","Kerk Liander (E)","29-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","30-09-2019"
"1189.892","182","electric","Slimme meter","Kerk Liander (E)","30-09-2019"
"1951.718","181","electric","Slimme meter","Kerk Liander (E)","30-09-2019"
"1953.467","181","electric","Slimme meter","Kerk Liander (E)","01-10-2019"
"1192.092","182","electric","Slimme meter","Kerk Liander (E)","01-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","01-10-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","02-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","03-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","04-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","05-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","06-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","07-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","08-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","09-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","10-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","11-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","12-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","13-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","14-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","15-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","16-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","17-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","18-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","19-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","20-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","21-09-2019"
"1223.33","180","gas","Slimme meter","Kerk Liander (G)","22-09-2019"
"1223.9","180","gas","Slimme meter","Kerk Liander (G)","23-09-2019"
"1223.9","180","gas","Slimme meter","Kerk Liander (G)","24-09-2019"
"1224.85","180","gas","Slimme meter","Kerk Liander (G)","25-09-2019"
"1224.85","180","gas","Slimme meter","Kerk Liander (G)","26-09-2019"
"1224.85","180","gas","Slimme meter","Kerk Liander (G)","27-09-2019"
"1224.85","180","gas","Slimme meter","Kerk Liander (G)","28-09-2019"
"1224.85","180","gas","Slimme meter","Kerk Liander (G)","29-09-2019"
"1227.26","180","gas","Slimme meter","Kerk Liander (G)","30-09-2019"
"1227.26","180","gas","Slimme meter","Kerk Liander (G)","01-10-2019"
"1956.222","181","electric","Slimme meter","Kerk Liander (E)","02-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","02-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-10-2019"
"1196.28","182","electric","Slimme meter","Kerk Liander (E)","02-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-10-2019"
"1958.214","181","electric","Slimme meter","Kerk Liander (E)","03-10-2019"
"1200.541","182","electric","Slimme meter","Kerk Liander (E)","03-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-10-2019"
"1960.403","181","electric","Slimme meter","Kerk Liander (E)","04-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-10-2019"
"1203.891","182","electric","Slimme meter","Kerk Liander (E)","04-10-2019"
"1961.979","181","electric","Slimme meter","Kerk Liander (E)","05-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-10-2019"
"1206.22","182","electric","Slimme meter","Kerk Liander (E)","05-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-10-2019"
"1965.911","181","electric","Slimme meter","Kerk Liander (E)","06-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-10-2019"
"1206.22","182","electric","Slimme meter","Kerk Liander (E)","06-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-10-2019"
"1206.22","182","electric","Slimme meter","Kerk Liander (E)","07-10-2019"
"1981.443","181","electric","Slimme meter","Kerk Liander (E)","07-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-10-2019"
"1208.457","182","electric","Slimme meter","Kerk Liander (E)","08-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-10-2019"
"1983.106","181","electric","Slimme meter","Kerk Liander (E)","08-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-10-2019"
"1212.338","182","electric","Slimme meter","Kerk Liander (E)","09-10-2019"
"1985.803","181","electric","Slimme meter","Kerk Liander (E)","09-10-2019"
"1214.624","182","electric","Slimme meter","Kerk Liander (E)","10-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-10-2019"
"1987.324","181","electric","Slimme meter","Kerk Liander (E)","10-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-10-2019"
"1216.838","182","electric","Slimme meter","Kerk Liander (E)","11-10-2019"
"1988.942","181","electric","Slimme meter","Kerk Liander (E)","11-10-2019"
"1990.48","181","electric","Slimme meter","Kerk Liander (E)","12-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-10-2019"
"1220.191","182","electric","Slimme meter","Kerk Liander (E)","12-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-10-2019"
"1220.191","182","electric","Slimme meter","Kerk Liander (E)","13-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-10-2019"
"1994.35","181","electric","Slimme meter","Kerk Liander (E)","13-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-10-2019"
"1220.191","182","electric","Slimme meter","Kerk Liander (E)","14-10-2019"
"2005.51","181","electric","Slimme meter","Kerk Liander (E)","14-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-10-2019"
"1223.377","182","electric","Slimme meter","Kerk Liander (E)","15-10-2019"
"2007.213","181","electric","Slimme meter","Kerk Liander (E)","15-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-10-2019"
"1226.753","182","electric","Slimme meter","Kerk Liander (E)","16-10-2019"
"2009.531","181","electric","Slimme meter","Kerk Liander (E)","16-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-10-2019"
"1229.013","182","electric","Slimme meter","Kerk Liander (E)","17-10-2019"
"2011.03","181","electric","Slimme meter","Kerk Liander (E)","17-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-10-2019"
"1231.315","182","electric","Slimme meter","Kerk Liander (E)","18-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-10-2019"
"2012.621","181","electric","Slimme meter","Kerk Liander (E)","18-10-2019"
"1233.573","182","electric","Slimme meter","Kerk Liander (E)","19-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-10-2019"
"2014.288","181","electric","Slimme meter","Kerk Liander (E)","19-10-2019"
"1233.573","182","electric","Slimme meter","Kerk Liander (E)","20-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-10-2019"
"2022.657","181","electric","Slimme meter","Kerk Liander (E)","20-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-10-2019"
"2030.341","181","electric","Slimme meter","Kerk Liander (E)","21-10-2019"
"1233.573","182","electric","Slimme meter","Kerk Liander (E)","21-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-10-2019"
"2031.891","181","electric","Slimme meter","Kerk Liander (E)","22-10-2019"
"1235.805","182","electric","Slimme meter","Kerk Liander (E)","22-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-10-2019"
"2033.599","181","electric","Slimme meter","Kerk Liander (E)","23-10-2019"
"1238.394","182","electric","Slimme meter","Kerk Liander (E)","23-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-10-2019"
"2035.175","181","electric","Slimme meter","Kerk Liander (E)","24-10-2019"
"1240.852","182","electric","Slimme meter","Kerk Liander (E)","24-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-10-2019"
"1246.213","182","electric","Slimme meter","Kerk Liander (E)","25-10-2019"
"2036.765","181","electric","Slimme meter","Kerk Liander (E)","25-10-2019"
"1254.653","182","electric","Slimme meter","Kerk Liander (E)","26-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-10-2019"
"2038.391","181","electric","Slimme meter","Kerk Liander (E)","26-10-2019"
"1254.653","182","electric","Slimme meter","Kerk Liander (E)","27-10-2019"
"2042.655","181","electric","Slimme meter","Kerk Liander (E)","27-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-10-2019"
"1254.653","182","electric","Slimme meter","Kerk Liander (E)","28-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","28-10-2019"
"2049.664","181","electric","Slimme meter","Kerk Liander (E)","28-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-10-2019"
"1256.894","182","electric","Slimme meter","Kerk Liander (E)","29-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","29-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-10-2019"
"2051.291","181","electric","Slimme meter","Kerk Liander (E)","29-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-10-2019"
"2053.777","181","electric","Slimme meter","Kerk Liander (E)","30-10-2019"
"1260.864","182","electric","Slimme meter","Kerk Liander (E)","30-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","30-10-2019"
"2055.727","181","electric","Slimme meter","Kerk Liander (E)","31-10-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","31-10-2019"
"1263.994","182","electric","Slimme meter","Kerk Liander (E)","31-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","31-10-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-11-2019"
"2057.365","181","electric","Slimme meter","Kerk Liander (E)","01-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","01-11-2019"
"1271.648","182","electric","Slimme meter","Kerk Liander (E)","01-11-2019"
"1229.49","180","gas","Slimme meter","Kerk Liander (G)","02-10-2019"
"1232.42","180","gas","Slimme meter","Kerk Liander (G)","03-10-2019"
"1235.07","180","gas","Slimme meter","Kerk Liander (G)","04-10-2019"
"1235.07","180","gas","Slimme meter","Kerk Liander (G)","05-10-2019"
"1235.07","180","gas","Slimme meter","Kerk Liander (G)","06-10-2019"
"1247.31","180","gas","Slimme meter","Kerk Liander (G)","07-10-2019"
"1247.31","180","gas","Slimme meter","Kerk Liander (G)","08-10-2019"
"1252.38","180","gas","Slimme meter","Kerk Liander (G)","09-10-2019"
"1252.38","180","gas","Slimme meter","Kerk Liander (G)","10-10-2019"
"1252.38","180","gas","Slimme meter","Kerk Liander (G)","11-10-2019"
"1252.38","180","gas","Slimme meter","Kerk Liander (G)","12-10-2019"
"1252.38","180","gas","Slimme meter","Kerk Liander (G)","13-10-2019"
"1265.24","180","gas","Slimme meter","Kerk Liander (G)","14-10-2019"
"1265.24","180","gas","Slimme meter","Kerk Liander (G)","15-10-2019"
"1269.45","180","gas","Slimme meter","Kerk Liander (G)","16-10-2019"
"1269.45","180","gas","Slimme meter","Kerk Liander (G)","17-10-2019"
"1269.45","180","gas","Slimme meter","Kerk Liander (G)","18-10-2019"
"1269.45","180","gas","Slimme meter","Kerk Liander (G)","19-10-2019"
"1281.32","180","gas","Slimme meter","Kerk Liander (G)","20-10-2019"
"1293.76","180","gas","Slimme meter","Kerk Liander (G)","21-10-2019"
"1293.76","180","gas","Slimme meter","Kerk Liander (G)","22-10-2019"
"1300.15","180","gas","Slimme meter","Kerk Liander (G)","23-10-2019"
"1300.15","180","gas","Slimme meter","Kerk Liander (G)","24-10-2019"
"1303.86","180","gas","Slimme meter","Kerk Liander (G)","25-10-2019"
"1317.01","180","gas","Slimme meter","Kerk Liander (G)","26-10-2019"
"1319.87","180","gas","Slimme meter","Kerk Liander (G)","27-10-2019"
"1331.49","180","gas","Slimme meter","Kerk Liander (G)","28-10-2019"
"1331.49","180","gas","Slimme meter","Kerk Liander (G)","29-10-2019"
"1337.83","180","gas","Slimme meter","Kerk Liander (G)","30-10-2019"
"1342.3","180","gas","Slimme meter","Kerk Liander (G)","31-10-2019"
"1362.52","180","gas","Slimme meter","Kerk Liander (G)","01-11-2019"
"2058.934","181","electric","Slimme meter","Kerk Liander (E)","02-11-2019"
"1274.018","182","electric","Slimme meter","Kerk Liander (E)","02-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","02-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-11-2019"
"2062.875","181","electric","Slimme meter","Kerk Liander (E)","03-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-11-2019"
"1274.018","182","electric","Slimme meter","Kerk Liander (E)","03-11-2019"
"1274.018","182","electric","Slimme meter","Kerk Liander (E)","04-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-11-2019"
"2095.608","181","electric","Slimme meter","Kerk Liander (E)","04-11-2019"
"1279.618","182","electric","Slimme meter","Kerk Liander (E)","05-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-11-2019"
"2097.857","181","electric","Slimme meter","Kerk Liander (E)","05-11-2019"
"2100.777","181","electric","Slimme meter","Kerk Liander (E)","06-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-11-2019"
"1284.147","182","electric","Slimme meter","Kerk Liander (E)","06-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-11-2019"
"1287.35","182","electric","Slimme meter","Kerk Liander (E)","07-11-2019"
"2102.823","181","electric","Slimme meter","Kerk Liander (E)","07-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-11-2019"
"1290.633","182","electric","Slimme meter","Kerk Liander (E)","08-11-2019"
"2104.784","181","electric","Slimme meter","Kerk Liander (E)","08-11-2019"
"1293.441","182","electric","Slimme meter","Kerk Liander (E)","09-11-2019"
"2106.627","181","electric","Slimme meter","Kerk Liander (E)","09-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-11-2019"
"2113.088","181","electric","Slimme meter","Kerk Liander (E)","10-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-11-2019"
"1293.441","182","electric","Slimme meter","Kerk Liander (E)","10-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-11-2019"
"1293.441","182","electric","Slimme meter","Kerk Liander (E)","11-11-2019"
"2125.391","181","electric","Slimme meter","Kerk Liander (E)","11-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-11-2019"
"2127.503","181","electric","Slimme meter","Kerk Liander (E)","12-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-11-2019"
"1296.705","182","electric","Slimme meter","Kerk Liander (E)","12-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-11-2019"
"2130.304","181","electric","Slimme meter","Kerk Liander (E)","13-11-2019"
"1306.881","182","electric","Slimme meter","Kerk Liander (E)","13-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-11-2019"
"1311.104","182","electric","Slimme meter","Kerk Liander (E)","14-11-2019"
"2132.84","181","electric","Slimme meter","Kerk Liander (E)","14-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-11-2019"
"1321.59","182","electric","Slimme meter","Kerk Liander (E)","15-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-11-2019"
"2137.413","181","electric","Slimme meter","Kerk Liander (E)","15-11-2019"
"2140.494","181","electric","Slimme meter","Kerk Liander (E)","16-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-11-2019"
"1325.74","182","electric","Slimme meter","Kerk Liander (E)","16-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-11-2019"
"1325.74","182","electric","Slimme meter","Kerk Liander (E)","17-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-11-2019"
"2147.375","181","electric","Slimme meter","Kerk Liander (E)","17-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-11-2019"
"2160.863","181","electric","Slimme meter","Kerk Liander (E)","18-11-2019"
"1325.74","182","electric","Slimme meter","Kerk Liander (E)","18-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-11-2019"
"1329.709","182","electric","Slimme meter","Kerk Liander (E)","19-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-11-2019"
"2162.741","181","electric","Slimme meter","Kerk Liander (E)","19-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-11-2019"
"1337.648","182","electric","Slimme meter","Kerk Liander (E)","20-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-11-2019"
"2165.902","181","electric","Slimme meter","Kerk Liander (E)","20-11-2019"
"2168.064","181","electric","Slimme meter","Kerk Liander (E)","21-11-2019"
"1341.264","182","electric","Slimme meter","Kerk Liander (E)","21-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-11-2019"
"2170.032","181","electric","Slimme meter","Kerk Liander (E)","22-11-2019"
"1344.036","182","electric","Slimme meter","Kerk Liander (E)","22-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-11-2019"
"1346.566","182","electric","Slimme meter","Kerk Liander (E)","23-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-11-2019"
"2171.796","181","electric","Slimme meter","Kerk Liander (E)","23-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-11-2019"
"2176.583","181","electric","Slimme meter","Kerk Liander (E)","24-11-2019"
"1346.566","182","electric","Slimme meter","Kerk Liander (E)","24-11-2019"
"1346.566","182","electric","Slimme meter","Kerk Liander (E)","25-11-2019"
"2188.724","181","electric","Slimme meter","Kerk Liander (E)","25-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-11-2019"
"2190.899","181","electric","Slimme meter","Kerk Liander (E)","26-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-11-2019"
"1349.918","182","electric","Slimme meter","Kerk Liander (E)","26-11-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-11-2019"
"1353.887","182","electric","Slimme meter","Kerk Liander (E)","27-11-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-11-2019"
"2193.505","181","electric","Slimme meter","Kerk Liander (E)","27-11-2019"
"1362.52","180","gas","Slimme meter","Kerk Liander (G)","01-11-2019"
"1362.52","180","gas","Slimme meter","Kerk Liander (G)","02-11-2019"
"1362.52","180","gas","Slimme meter","Kerk Liander (G)","03-11-2019"
"1381.39","180","gas","Slimme meter","Kerk Liander (G)","04-11-2019"
"1386.85","180","gas","Slimme meter","Kerk Liander (G)","05-11-2019"
"1392.78","180","gas","Slimme meter","Kerk Liander (G)","06-11-2019"
"1398.03","180","gas","Slimme meter","Kerk Liander (G)","07-11-2019"
"1402.53","180","gas","Slimme meter","Kerk Liander (G)","08-11-2019"
"1402.53","180","gas","Slimme meter","Kerk Liander (G)","09-11-2019"
"1402.53","180","gas","Slimme meter","Kerk Liander (G)","10-11-2019"
"1416.07","180","gas","Slimme meter","Kerk Liander (G)","11-11-2019"
"1423.07","180","gas","Slimme meter","Kerk Liander (G)","12-11-2019"
"1437.55","180","gas","Slimme meter","Kerk Liander (G)","13-11-2019"
"1438.03","180","gas","Slimme meter","Kerk Liander (G)","14-11-2019"
"1459.62","180","gas","Slimme meter","Kerk Liander (G)","15-11-2019"
"1502.47","180","gas","Slimme meter","Kerk Liander (G)","16-11-2019"
"1527.98","180","gas","Slimme meter","Kerk Liander (G)","17-11-2019"
"1553.18","180","gas","Slimme meter","Kerk Liander (G)","18-11-2019"
"1553.18","180","gas","Slimme meter","Kerk Liander (G)","19-11-2019"
"1564.38","180","gas","Slimme meter","Kerk Liander (G)","20-11-2019"
"1571.68","180","gas","Slimme meter","Kerk Liander (G)","21-11-2019"
"1577.95","180","gas","Slimme meter","Kerk Liander (G)","22-11-2019"
"1582.46","180","gas","Slimme meter","Kerk Liander (G)","23-11-2019"
"1587.38","180","gas","Slimme meter","Kerk Liander (G)","24-11-2019"
"1618.66","180","gas","Slimme meter","Kerk Liander (G)","25-11-2019"
"1623.05","180","gas","Slimme meter","Kerk Liander (G)","26-11-2019"
"1629.82","180","gas","Slimme meter","Kerk Liander (G)","27-11-2019"
